report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
3/20/2019,BOOTS,5.01145E+12,1132504,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/18/2019,5,Brilliant face wash,"I've been using this face wash for years and I love it. It's really gentle and great for sensitive skin, but also gets rid of my makeup. My whole family use it! I will keep buying this and recommend it to everyone! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,fea1a8f4-1729-aeb9-224f-7bd68f8f6385
3/20/2019,BOOTS,8.71256E+12,6278566,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/18/2019,3,Nice packaging,"I bought the facial wipes a week ago. The packaging is pretty and appealing. However the wipes aren't that soft on your face compared to other brands. Also I found they didn't fully remove all the makeup I was wearing, there were still a few traces, I didn't find they removed makeup as easily as other brands! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,6fd5706e-24f9-b780-745a-2462263329cd
3/20/2019,BOOTS,8.71256E+12,6278566,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/18/2019,5,Amazing product,Wow! What an amazing product! The difference in my skin is unbelievable. Will definitely be buying this product from now on and have had so many compliments on how good my skin looks and have recommended to friends and family. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,9abe651f-2ecf-f0a9-ab39-9d6b31f90b49
3/20/2019,BOOTS,8.71256E+12,6278566,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/18/2019,5,Cleansing,Brilliant for taking away my make up sins it didn't burn my face and was brilliant for sensitive skin I would recommend this to anyone who needs wipes that require micellar water to give you that extra cleansing factor [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,f10310fe-3bbc-9998-365d-0860967c99dc
3/20/2019,BOOTS,8.71256E+12,6278566,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/18/2019,5,Micellar water wipes !,These are excellent wipes that are perfect when you have sensitive skin. They remove make up and didn't make my skin red or feel sore after use I will be changing to these for now on they are perfect for on the go makeup removal [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,96e67a17-2eab-6d52-88cd-0159e8db4aa8
3/20/2019,BOOTS,8.71256E+12,6278566,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/18/2019,5,Best ones,"I love these wipes, I have been using them for as long as I can remember. They take off all the makeup, even waterproof mascara. They don't iritatw my face or eyes and my skins doesnt feel tight afterwards. Love them [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,0fdc43d4-9537-a241-17c6-b8618bcab728
3/20/2019,AMAZONPRIMEPANTRY,8.71811E+12,B0142CI6FC,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,2/18/2019,5,Great,Great,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2IMU2BEGG01J8?ASIN=B0142CI6FC,Organic,Child,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,8dfac1a5-70ef-ef32-2298-2fef69c26403
3/20/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",2/20/2019,5,great price,"good quality, easy to use - does the job - bobs your uncle !",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RTPQHB321VB3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,Non Bio Washing Capsules,Non Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,0,09fceb74-59a8-ad75-2488-0e19afe292ac
3/20/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",2/18/2019,5,Washing capsules brillant,Thankyou just what I thought it would be,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R5CFBBDX1ID6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,Non Bio Washing Capsules,Non Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,0,38b790e7-5817-4981-a67a-10bcc6af8e1a
3/20/2019,AMAZON,8.71091E+12,B073QS4W7G,Comfort,Homecare,Laundry,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,2/18/2019,5,Great product,It is what it is and my wife was happy with it,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R15U63GTEVVO32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QS4W7G,Organic,Child,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,ac317fc9-5fce-66e5-f332-1cad4ad54d85
3/20/2019,AMAZON,8.71045E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",2/18/2019,5,Washing capsules brillant,Thankyou just what I thought it would be,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R5CFBBDX1ID6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Child,,Laundry,Colour Washing Capsules,Colour Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,0,89dcf0fa-a55d-c28d-afc3-7a0e82fe782a
3/20/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/18/2019,5,GREAT VALUE,great smell and great value for money. i would recommend having a smaller conditioner bottle to decanter into. i will be purchasing again!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R130M5AA68B64A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,6276805e-1553-0012-1c52-fd79fcbd0ea2
3/20/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/18/2019,5,Ok,Good,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3HCJQFZP0MQ28/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,484092d9-76b6-0dd5-28d4-14690154a7a3
3/20/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/18/2019,5,Great product,This is a good product leaves a nice smell but does not irritate the skin,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R24FZIPSOWL4FT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,8bd5245e-b3e5-224b-15b4-327c76b6821b
3/20/2019,AMAZON,8.71811E+12,B00P7PE82O,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,2/18/2019,5,Great,Great,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2IMU2BEGG01J8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PE82O,Organic,Parent,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,d35f6044-ac34-2539-4930-0f85408cf6de
3/20/2019,AMAZON,5.01145E+12,B00OTRIFPC,Simple,Personal Care,Skin Care,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,2/18/2019,1,Poor quality,These are not Simple wipes - the quality is significantly inferior,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RG1ZPP5PWNQ7Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OTRIFPC,Organic,Parent,,Skin Care,Wipes,Wipes,,,,Retailer Core of the Core,Core of the Core,TRUE,0,3eaf717d-ae05-3a82-103d-ab5a8e66833c
3/20/2019,AMAZON,8.71257E+12,B00YHMZBOM,Pot Noodle,Foods,Savoury,Pot Noodle  Chilli Beef Standard 90g,2/18/2019,5,Awesome,"Tastes great, not as spicy as I feared it might.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R92CVX0WR65G6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00YHMZBOM,Organic,Child,,Savoury,Pot Snacks,Pot Snacks,,,,Retailer Core of the Core,Core of the Core,TRUE,0,fe3663fa-8b42-39a9-e99b-0c4b363a09ef
3/20/2019,AMAZON,5.00012E+12,B0057EP8NI,Pot Noodle,Foods,Savoury,Pot Noodle  Original Curry Standard 90g,2/18/2019,5,Awesome,"Tastes great, not as spicy as I feared it might.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R92CVX0WR65G6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0057EP8NI,Organic,Parent,,Savoury,Pot Snacks,Pot Snacks,,,,Retailer Core of the Core,Core of the Core,TRUE,0,63ab3a71-a6a5-5478-3c04-5780b2327fec
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Great for on the go,I bought these simple wipes about a month ago I love the scent and how well they clean my face and they are great for on the go for a quick skin pick up and they tone my skin as well and I love the little mix design as it makes them stand out. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,40539e48-8bd5-4f9d-035b-3e922235d46b
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Amazing,I bought this a couple of weeks ago and I have noticed that since use my skin has become clearer and has looked more glowy. I had struggled with my skin and I normally use micellar water for my skin which is a hit or miss as to whether it works but these wipes are more convenient as I can keep them beside my bed and use them whenever needed without much effort [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,fa948bd6-a2a3-9e3c-d3c0-529e1a667300
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Good wipes,I bought these wipes to help clean my face and take make up off at the end of the night. They was very good at taking the make up off you only needed 2wiped to wake a whole face of make up off. My face felt clean after using the wipes and they didn2019t dry my skin out. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,d8104d69-43a9-2fe2-f42a-9285e0ff4d01
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,WOW amazing,"so i purchased these wipes as i love simple products , they smell absolutely amazing and are very nice on the skin these are my new favourite wipes and i cant wait to purchase again great value for money [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,3b3b7c22-3324-663e-8541-bd9f52a9c225
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Great for sensitive skin,"I was cautious at first when using these wipes, I suffer with sensitive skin and often get a stinging feeling if using even sensitive / fragrance free wipes. These were totally different, really moist so no rubbing required and a very light, water-like feeling. Will continue to use! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,e1e7bb37-3c73-c316-0486-0c79a68ce92e
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,4,Refreshing and effective,"I tried these on a fairly dry swatch of quite concealer on my hand, and it took all but a faint stain off which was quite impressive for a face wipe. On my face they feel refreshing, cool and leave the slightest tingle of 'clean' behind. You can see on the wipe that they're taking off the yuck of the day, along with any makeup (yes, including most of my mascara). I might have put more wipes in the pack- enough for a month of one a day, but that's probably my main niggle. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,d49f0f43-ef90-4b69-bed6-d3486710c01e
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Makes skin feel soft and clean,Makes my skin feel so soft and clean after use. Much better than just using baby wipes like I was using before. Makes me feel as though it has really lifted all the dirt and makeup off. Removes eye makeup easily too. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,002cbf6c-f9b9-332f-632d-37c81da2bd3f
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Left my skin feeling amazing,"This is an excellent product and left my skin feeling so clean and healthy, great value for money too, will definitely be using this for the foreseeable future. I2019ve tried other similar products in the past but have not gotten results as good as this :-) [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,8914e7df-bb59-15e6-3df4-6ff0a3cfecb7
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Very refreshing.,"I have normal/oily skin, I used this facial wash for a week and I really saw a difference to my skin it felt more cleansed and clearer which I noticed straightaway. My skin is soft and their were no red blemishes compared to previous facial washes used. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,9d307372-5406-1c2e-1737-729437cc593f
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,4,Amazing,"I have not been using this for long and am please with it. There is no overpowering smell, no tightness and it does not leave your face oily. I would definitely recommend this. One of the best things to happen to my face. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,790bc90f-8ba5-4d2c-35c9-c6246c52d8aa
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,3,wake up call,after using this my face felt lovely soft and cooling I felt very refreshed and ready to go fight the day even if I had woke up feeling tired and drawn this helped me I love the smell of it and it's so easy to use even my child uses it and so far I can see a difference in her face [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,42a5f189-702b-7bfe-cf75-9380d046f05c
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Simply refreshing,"Been using this face wash for the last couple of days, in the morning and evening as part of my cleansing routine and I really quite like how it leaves my skin as it can quickly react to different cleansers and toners, but not this. It seems less harsh than other facial washes, my skin feels almost moisturised after towel drying. Smells delicious too, very delicate scent and not soapy at all. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,66d1101d-72b2-2193-be68-b97caf813742
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Great cleanser,"I used this cleanser twice a day, I have combination skin. It was really effective and harmony with my skin. Unlike most cleansers it didn't dry my skin out and it effectively cleaned it ready for a toner. Would highly recommend. No harmful colours or additives. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,bc2c7bac-1c6a-dd76-e49d-68db96e2a665
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Refreshing face wash,"Having used this face wash for a few days now, I've found that my skin feels softer to touch,my skin looks clearer and brighter, and I feel so much cleaner afterwards. I would definitely recommend it to everyone. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,ff31e5d3-275a-9cc0-e133-5305f73334cf
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Fab,"An amazing product, which I would highly recommend and will be buying again myself. Makes your skin feel so smooth after use. Only having to use a small amount at a time, which means that it will last longer. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,09798be8-db91-a318-f761-9622e5337856
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,4,Liked it,"I like this face wash, its gentle on the skin and left my skin feeling lovely and smooth. I used it after cleansing as i didn't feel it got all my makeup off which is why im only giving it 4 stars. Another great product from simple! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,e66a236c-9031-5d77-338f-7951785eeb77
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,4,That fresh feeling!,I wouldn't usually go for a high street product having spent so many years on designer skincare however I was surprised at how clean my skin felt after using the Simple facial wash. My only negative is that it didn't take my eye make up off as easily as my designer face wash but with the price being so affordable I wouldn't expect it to. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,9f0655c2-8587-0b69-96fc-f9928b059255
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Softest skin,I used this product and it leaves my skin feeling so soft! I use it every other day and feel like I have a constant glow! I loved this product and will continue to use it everyday as it is now part of my routine [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,2c04e553-b744-d09b-aeec-f64cada2665b
3/21/2019,SUPERDRUG,5.01145E+12,949396,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,gentle and cleansing!,I've been using this product for about a week now and its so good to my skin. most cleansers seem to dry my skin out but this is so gentle. i love the way it makes my skin feel and it keeps me feeling refreshed for most of the day. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,74550540-7a52-4fdc-8762-832a76185875
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,3,Lovely smell and do an ok job of removing makeup,"These wipes have a lovely fragrance and do an OK job of taking of makeup, however i was wearing a light coverage foundation i think if i was wearing a fuller coverage it may of been a different story. They were also slightly on the dry side so they didn't feel great when taking makeup off. But all in all they're not bad to quickly take a light coverage makeup off. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,03ebfa0a-9484-02c4-e7ac-f7cc9a94f2a4
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,4,Good everyday wipes,"Tried these wipes instead of my usual ones for the last week, they removed my makeup well and didn2019t leave my face feeling dry at all. Would be good if they were slightly thicker but good considering the price, would buy again. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,2d9003f4-a7d4-e78c-5581-bee02209e18f
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Awsome!,I recieved these wipes a couple of days ago and i havent stopped using them since. They don't dry out easily and it has a lot of product on the wipe. It leaves my face very smooth and i would 100% buy! [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,57ab4926-c006-aea2-5699-1e53562e5264
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Amazing!,"I went away for the weekend and decided to use these wet wipes. I think they are amazing! The wipe is a great size and removed all of my make up, including mascara! My face isn2019t feel sore or look red after which was great! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,4605ea86-79b7-cac6-c690-f558a9c81688
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,5,Amazing,"I revived this product a week ago now I usually use completely different make for my make up wipes but have fallen in love with these ones and will deffinalty be purchasing again, I have very dry sensitive skin and I haven2019t had one issue using these, usually I struggle to fondness a make up while that doesn2019t leave a reaction on my face! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,e245160c-9d25-d9e4-4862-48e2b06a807b
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,4,Nice Fragranced wipes.,"Nice product, Colourful packaging, Smell nice.They took off my makeup easily, got most of it off, still had to use a face wash to get rid of a few bits of makeup off my face.Not dried out, they have kept the moisture well, only drawback is there2019s only 25 wipes included so about 3 weeks2019 worth or less. Should include more so at least a month2019s supply. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,537521c1-e8a6-ac3e-615e-623b196a6e08
3/21/2019,SUPERDRUG,8.71256E+12,451501,Simple,Personal Care,Skin Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/19/2019,4,Seems useful,"Simple Micellar wipes limited addition (little mix) -The wipes seem alright to use however, not that easy. I've used previous wipes in the past like baby wipes and they seem easier to wipe makeup off. Packaging is beautiful not going to lie. They are useful to get makeup off your hands or your eyes but with foundation just gotta scrub more. Would be nice with a smell, I know they say no artificial perfume but something else would be nice. It states that the wipes dont contain alcohol however, on the back in small writing I see that it says it uses Cetearyl alcohol which is still a form of alcohol. Apart from that, I would use them if I needed too and reccomend the product as an okay product to buy. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wipes,Face Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,57fec56a-3895-160e-a084-f97dc28a4b9a
3/21/2019,ASDA,8.71256E+12,4669940,Comfort,Homecare,Laundry,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,2/19/2019,5,smells amazing and clothes so soft,I was using comfort sunshiny days which also smells amazing but I seen this so thought would try for a change and it’s beautiful the smells is gorgeous never smelt anything as good think I will be sticking to this from now on cloths lovely and soft and makes the whole house smell lovely when clothes are drying 10/10,0,Unilever Global,UK,,,,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,FALSE,0,7f34ab18-7b2a-b68e-d9e7-e68b8f0120ed
3/21/2019,AMAZONPRIMEPANTRY,8.71764E+12,B015J4MXZ6,Comfort,Homecare,Laundry,Comfort Pure Fabric Conditioner 85 Wash 3L,2/19/2019,5,What’s not to like,Love it,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3ON44HTOLTSK1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015J4MXZ6,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,f6e1d5c3-5c13-acb8-7e0a-9ae7cfd7baee
3/21/2019,BOOTS,5.01145E+12,1132504,Simple,Personal Care,Skin Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/19/2019,5,Softest skin,I used this product and it leaves my skin feeling so soft! I use it every other day and feel like I have a constant glow! I loved this product and will continue to use it everyday as it is now part of my routine [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Face Wash,Face Wash,,,,Retailer Core of the Core,Core of the Core,FALSE,0,adaf153e-fc62-4046-4829-069d3c944a03
